Date,Ticker,AdjClose,Close,Volume
2005-01-03,IWD,40.66413879394531,65.66000366210938,653400
2005-01-04,IWD,40.3297233581543,65.12000274658203,1626100
2005-01-05,IWD,40.07577896118164,64.70999908447266,631100
2005-01-06,IWD,40.28017807006836,65.04000091552734,521600
2005-01-07,IWD,40.13151550292969,64.80000305175781,920900
2005-01-10,IWD,40.292564392089844,65.05999755859375,809000
2005-01-11,IWD,40.03865051269531,64.6500015258789,1061800
2005-01-12,IWD,40.13151550292969,64.80000305175781,751000
2005-01-13,IWD,39.93952560424805,64.48999786376953,617600
2005-01-14,IWD,40.17489242553711,64.87000274658203,425000
2005-01-18,IWD,40.58362579345703,65.52999877929688,1487900
2005-01-19,IWD,40.2553825378418,65.0,1337000
2005-01-20,IWD,40.020057678222656,64.62000274658203,448800
2005-01-21,IWD,39.834266662597656,64.31999969482422,422200
2005-01-24,IWD,39.883792877197266,64.4000015258789,532500
2005-01-25,IWD,39.92095184326172,64.45999908447266,510500
2005-01-26,IWD,39.995269775390625,64.58000183105469,443500
2005-01-27,IWD,40.026248931884766,64.62999725341797,461000
2005-01-28,IWD,39.95811462402344,64.5199966430664,327500
2005-01-31,IWD,40.38544464111328,65.20999908447266,749900
2005-02-01,IWD,40.73845672607422,65.77999877929688,455300
2005-02-02,IWD,40.899471282958984,66.04000091552734,366600
2005-02-03,IWD,40.83135223388672,65.93000030517578,741800
2005-02-04,IWD,41.28963088989258,66.66999816894531,309200
2005-02-07,IWD,41.202938079833984,66.52999877929688,1038300
2005-02-08,IWD,41.302024841308594,66.69000244140625,394200
2005-02-09,IWD,41.04191970825195,66.2699966430664,440500
2005-02-10,IWD,41.28346252441406,66.66000366210938,863200
2005-02-11,IWD,41.50640106201172,67.0199966430664,532800
2005-02-14,IWD,41.531185150146484,67.05999755859375,575900
2005-02-15,IWD,41.69218826293945,67.31999969482422,329500
2005-02-16,IWD,41.73555374145508,67.38999938964844,334400
2005-02-17,IWD,41.47544479370117,66.97000122070312,794000
2005-02-18,IWD,41.47544479370117,66.97000122070312,504300
2005-02-22,IWD,40.77560806274414,65.83999633789062,601300
2005-02-23,IWD,41.196746826171875,66.5199966430664,1558900
2005-02-24,IWD,41.487823486328125,66.98999786376953,645900
2005-02-25,IWD,41.93372344970703,67.70999908447266,1840300
2005-02-28,IWD,41.76651382446289,67.44000244140625,665500
2005-03-01,IWD,41.85322189331055,67.58000183105469,1441400
2005-03-02,IWD,41.92135238647461,67.69000244140625,961700
2005-03-03,IWD,41.95231246948242,67.73999786376953,430900
2005-03-04,IWD,42.515892028808594,68.6500015258789,421800
2005-03-07,IWD,42.50350570678711,68.62999725341797,679400
2005-03-08,IWD,42.3548583984375,68.38999938964844,451000
2005-03-09,IWD,41.816062927246094,67.5199966430664,401400
2005-03-10,IWD,41.84083938598633,67.55999755859375,636700
2005-03-11,IWD,41.67362976074219,67.29000091552734,868000
2005-03-14,IWD,42.0018424987793,67.81999969482422,834000
2005-03-15,IWD,41.71078109741211,67.3499984741211,500400
