Date,Ticker,AdjClose,Close,Volume
2005-01-03,IWD,40.66413497924805,65.66000366210938,653400
2005-01-04,IWD,40.329715728759766,65.12000274658203,1626100
2005-01-05,IWD,40.0757942199707,64.70999908447266,631100
2005-01-06,IWD,40.280155181884766,65.04000091552734,521600
2005-01-07,IWD,40.131526947021484,64.80000305175781,920900
2005-01-10,IWD,40.29255294799805,65.05999755859375,809000
2005-01-11,IWD,40.03862762451172,64.6500015258789,1061800
2005-01-12,IWD,40.131526947021484,64.80000305175781,751000
2005-01-13,IWD,39.939537048339844,64.48999786376953,617600
2005-01-14,IWD,40.174896240234375,64.87000274658203,425000
2005-01-18,IWD,40.583621978759766,65.52999877929688,1487900
2005-01-19,IWD,40.255393981933594,65.0,1337000
2005-01-20,IWD,40.02006912231445,64.62000274658203,448800
2005-01-21,IWD,39.834266662597656,64.31999969482422,422200
2005-01-24,IWD,39.8837890625,64.4000015258789,532500
2005-01-25,IWD,39.92096710205078,64.45999908447266,510500
2005-01-26,IWD,39.99528884887695,64.58000183105469,443500
2005-01-27,IWD,40.02625274658203,64.62999725341797,461000
2005-01-28,IWD,39.95811462402344,64.5199966430664,327500
2005-01-31,IWD,40.385467529296875,65.20999908447266,749900
2005-02-01,IWD,40.73845672607422,65.77999877929688,455300
2005-02-02,IWD,40.89946365356445,66.04000091552734,366600
2005-02-03,IWD,40.83133316040039,65.93000030517578,741800
2005-02-04,IWD,41.28965377807617,66.66999816894531,309200
2005-02-07,IWD,41.202938079833984,66.52999877929688,1038300
2005-02-08,IWD,41.30203628540039,66.69000244140625,394200
2005-02-09,IWD,41.04191207885742,66.2699966430664,440500
2005-02-10,IWD,41.283447265625,66.66000366210938,863200
2005-02-11,IWD,41.50640106201172,67.0199966430664,532800
2005-02-14,IWD,41.531166076660156,67.05999755859375,575900
2005-02-15,IWD,41.69219970703125,67.31999969482422,329500
2005-02-16,IWD,41.73554992675781,67.38999938964844,334400
2005-02-17,IWD,41.47544479370117,66.97000122070312,794000
2005-02-18,IWD,41.47544479370117,66.97000122070312,504300
2005-02-22,IWD,40.775596618652344,65.83999633789062,601300
2005-02-23,IWD,41.196739196777344,66.5199966430664,1558900
2005-02-24,IWD,41.48781204223633,66.98999786376953,645900
2005-02-25,IWD,41.93373489379883,67.70999908447266,1840300
2005-02-28,IWD,41.76652145385742,67.44000244140625,665500
2005-03-01,IWD,41.853233337402344,67.58000183105469,1441400
2005-03-02,IWD,41.92134475708008,67.69000244140625,961700
2005-03-03,IWD,41.95232009887695,67.73999786376953,430900
2005-03-04,IWD,42.51588439941406,68.6500015258789,421800
2005-03-07,IWD,42.50349807739258,68.62999725341797,679400
2005-03-08,IWD,42.354862213134766,68.38999938964844,451000
2005-03-09,IWD,41.81606674194336,67.5199966430664,401400
2005-03-10,IWD,41.840816497802734,67.55999755859375,636700
2005-03-11,IWD,41.67361831665039,67.29000091552734,868000
2005-03-14,IWD,42.001853942871094,67.81999969482422,834000
2005-03-15,IWD,41.71076965332031,67.3499984741211,500400
2005-03-16,IWD,41.388736724853516,66.83000183105469,385600
2005-03-17,IWD,41.55594253540039,67.0999984741211,527600
2005-03-18,IWD,41.41352462768555,66.87000274658203,475100
2005-03-21,IWD,41.32680130004883,66.7300033569336,435000
2005-03-22,IWD,40.75703430175781,65.80999755859375,892900
2005-03-23,IWD,40.72606658935547,65.76000213623047,994000
2005-03-24,IWD,40.741050720214844,65.26000213623047,748800
2005-03-28,IWD,40.784767150878906,65.33000183105469,537500
2005-03-29,IWD,40.47260665893555,64.83000183105469,516700
2005-03-30,IWD,41.034461975097656,65.7300033569336,850600
2005-03-31,IWD,41.08441162109375,65.80999755859375,725100
2005-04-01,IWD,41.0282096862793,65.72000122070312,934300
2005-04-04,IWD,41.08441162109375,65.80999755859375,437700
2005-04-05,IWD,41.05319595336914,65.76000213623047,511900
2005-04-06,IWD,41.39031219482422,66.30000305175781,620200
2005-04-07,IWD,41.515167236328125,66.5,369600
2005-04-08,IWD,41.17180633544922,65.94999694824219,506700
2005-04-11,IWD,41.21550369262695,66.0199966430664,266600
2005-04-12,IWD,41.39031219482422,66.30000305175781,942800
2005-04-13,IWD,40.8908805847168,65.5,441300
2005-04-14,IWD,40.297813415527344,64.55000305175781,890100
2005-04-15,IWD,39.679771423339844,63.560001373291016,826900
2005-04-18,IWD,39.92323684692383,63.95000076293945,826100
2005-04-19,IWD,40.31654739379883,64.58000183105469,947200
2005-04-20,IWD,39.63607406616211,63.4900016784668,397100
2005-04-21,IWD,40.34151840209961,64.62000274658203,507500
2005-04-22,IWD,40.2228889465332,64.43000030517578,501900
2005-04-25,IWD,40.653663635253906,65.12000274658203,326600
2005-04-26,IWD,40.2228889465332,64.43000030517578,302000
2005-04-27,IWD,40.410186767578125,64.7300033569336,465800
2005-04-28,IWD,39.810855865478516,63.77000045776367,388900
2005-04-29,IWD,40.37271499633789,64.66999816894531,605400
2005-05-02,IWD,40.60370635986328,65.04000091552734,341000
2005-05-03,IWD,40.52255630493164,64.91000366210938,443100
2005-05-04,IWD,40.98450469970703,65.6500015258789,619400
2005-05-05,IWD,40.90336227416992,65.5199966430664,771600
2005-05-06,IWD,40.840938568115234,65.41999816894531,437700
2005-05-09,IWD,41.140594482421875,65.9000015258789,454300
2005-05-10,IWD,40.584983825683594,65.01000213623047,500900
2005-05-11,IWD,40.79100036621094,65.33999633789062,742800
2005-05-12,IWD,40.20415496826172,64.4000015258789,393400
2005-05-13,IWD,39.89201736450195,63.900001525878906,444600
2005-05-16,IWD,40.354000091552734,64.63999938964844,462800
2005-05-17,IWD,40.597476959228516,65.02999877929688,916300
2005-05-18,IWD,41.01573181152344,65.69999694824219,444800
2005-05-19,IWD,41.29042434692383,66.13999938964844,340100
2005-05-20,IWD,41.17180633544922,65.94999694824219,699700
2005-05-23,IWD,41.44023513793945,66.37999725341797,489300
2005-05-24,IWD,41.246734619140625,66.06999969482422,688100
2005-05-25,IWD,41.26545715332031,66.0999984741211,402400
2005-05-26,IWD,41.45273971557617,66.4000015258789,1155200
2005-05-27,IWD,41.5463752746582,66.55000305175781,530200
2005-05-31,IWD,41.33412170410156,66.20999908447266,604800
2005-06-01,IWD,41.77113723754883,66.91000366210938,1137300
2005-06-02,IWD,41.81482696533203,66.9800033569336,595500
2005-06-03,IWD,41.633792877197266,66.69000244140625,572100
2005-06-06,IWD,41.665000915527344,66.73999786376953,607800
2005-06-07,IWD,41.69621658325195,66.79000091552734,622200
2005-06-08,IWD,41.683719635009766,66.7699966430664,628700
2005-06-09,IWD,41.80858612060547,66.97000122070312,710100
2005-06-10,IWD,41.889739990234375,67.0999984741211,352100
2005-06-13,IWD,41.96467208862305,67.22000122070312,278800
2005-06-14,IWD,42.13945007324219,67.5,484900
2005-06-15,IWD,42.1581916809082,67.52999877929688,502000
2005-06-16,IWD,42.3829231262207,67.88999938964844,379100
2005-06-17,IWD,42.60768127441406,68.25,659100
2005-06-20,IWD,42.565040588378906,67.9000015258789,510200
2005-06-21,IWD,42.508628845214844,67.80999755859375,742400
2005-06-22,IWD,42.546260833740234,67.87000274658203,698300
2005-06-23,IWD,42.09489822387695,67.1500015258789,1329500
2005-06-24,IWD,41.73755645751953,66.58000183105469,803400
