Date,Ticker,AdjClose,Close,Volume
2005-01-03,IWD,40.66413497924805,65.66000366210938,653400
2005-01-04,IWD,40.329715728759766,65.12000274658203,1626100
2005-01-05,IWD,40.075782775878906,64.70999908447266,631100
2005-01-06,IWD,40.280181884765625,65.04000091552734,521600
2005-01-07,IWD,40.131534576416016,64.80000305175781,920900
2005-01-10,IWD,40.29255676269531,65.05999755859375,809000
2005-01-11,IWD,40.03862380981445,64.6500015258789,1061800
2005-01-12,IWD,40.131534576416016,64.80000305175781,751000
2005-01-13,IWD,39.93953323364258,64.48999786376953,617600
2005-01-14,IWD,40.17487716674805,64.87000274658203,425000
2005-01-18,IWD,40.5836067199707,65.52999877929688,1487900
2005-01-19,IWD,40.255393981933594,65.0,1337000
2005-01-20,IWD,40.02005386352539,64.62000274658203,448800
2005-01-21,IWD,39.83426284790039,64.31999969482422,422200
2005-01-24,IWD,39.883811950683594,64.4000015258789,532500
2005-01-25,IWD,39.92097091674805,64.45999908447266,510500
2005-01-26,IWD,39.99527359008789,64.58000183105469,443500
2005-01-27,IWD,40.026248931884766,64.62999725341797,461000
2005-01-28,IWD,39.95812225341797,64.5199966430664,327500
2005-01-31,IWD,40.38544845581055,65.20999908447266,749900
2005-02-01,IWD,40.73845291137695,65.77999877929688,455300
2005-02-02,IWD,40.899478912353516,66.04000091552734,366600
2005-02-03,IWD,40.83134841918945,65.93000030517578,741800
2005-02-04,IWD,41.28963851928711,66.66999816894531,309200
2005-02-07,IWD,41.20294189453125,66.52999877929688,1038300
2005-02-08,IWD,41.302040100097656,66.69000244140625,394200
2005-02-09,IWD,41.04190444946289,66.2699966430664,440500
2005-02-10,IWD,41.2834587097168,66.66000366210938,863200
2005-02-11,IWD,41.50639724731445,67.0199966430664,532800
2005-02-14,IWD,41.53116989135742,67.05999755859375,575900
2005-02-15,IWD,41.69219207763672,67.31999969482422,329500
2005-02-16,IWD,41.73554992675781,67.38999938964844,334400
2005-02-17,IWD,41.475440979003906,66.97000122070312,794000
2005-02-18,IWD,41.475440979003906,66.97000122070312,504300
2005-02-22,IWD,40.77561569213867,65.83999633789062,601300
2005-02-23,IWD,41.19675064086914,66.5199966430664,1558900
2005-02-24,IWD,41.48782730102539,66.98999786376953,645900
2005-02-25,IWD,41.93372344970703,67.70999908447266,1840300
2005-02-28,IWD,41.76651382446289,67.44000244140625,665500
2005-03-01,IWD,41.85321807861328,67.58000183105469,1441400
2005-03-02,IWD,41.92136764526367,67.69000244140625,961700
2005-03-03,IWD,41.95232391357422,67.73999786376953,430900
2005-03-04,IWD,42.51588821411133,68.6500015258789,421800
2005-03-07,IWD,42.50351333618164,68.62999725341797,679400
2005-03-08,IWD,42.35487747192383,68.38999938964844,451000
2005-03-09,IWD,41.816070556640625,67.5199966430664,401400
2005-03-10,IWD,41.84083938598633,67.55999755859375,636700
2005-03-11,IWD,41.673614501953125,67.29000091552734,868000
2005-03-14,IWD,42.00185775756836,67.81999969482422,834000
2005-03-15,IWD,41.710777282714844,67.3499984741211,500400
2005-03-16,IWD,41.38874435424805,66.83000183105469,385600
2005-03-17,IWD,41.55594253540039,67.0999984741211,527600
2005-03-18,IWD,41.413509368896484,66.87000274658203,475100
2005-03-21,IWD,41.32680130004883,66.7300033569336,435000
2005-03-22,IWD,40.75703430175781,65.80999755859375,892900
2005-03-23,IWD,40.726070404052734,65.76000213623047,994000
2005-03-24,IWD,40.74105453491211,65.26000213623047,748800
2005-03-28,IWD,40.784759521484375,65.33000183105469,537500
2005-03-29,IWD,40.47261428833008,64.83000183105469,516700
2005-03-30,IWD,41.034461975097656,65.7300033569336,850600
2005-03-31,IWD,41.08441162109375,65.80999755859375,725100
2005-04-01,IWD,41.028228759765625,65.72000122070312,934300
2005-04-04,IWD,41.08441162109375,65.80999755859375,437700
2005-04-05,IWD,41.05320739746094,65.76000213623047,511900
2005-04-06,IWD,41.39031982421875,66.30000305175781,620200
2005-04-07,IWD,41.51517105102539,66.5,369600
2005-04-08,IWD,41.17181396484375,65.94999694824219,506700
2005-04-11,IWD,41.21550750732422,66.0199966430664,266600
2005-04-12,IWD,41.39031982421875,66.30000305175781,942800
2005-04-13,IWD,40.8908805847168,65.5,441300
2005-04-14,IWD,40.29781723022461,64.55000305175781,890100
2005-04-15,IWD,39.679779052734375,63.560001373291016,826900
2005-04-18,IWD,39.92322540283203,63.95000076293945,826100
2005-04-19,IWD,40.316532135009766,64.58000183105469,947200
2005-04-20,IWD,39.63606643676758,63.4900016784668,397100
2005-04-21,IWD,40.341514587402344,64.62000274658203,507500
2005-04-22,IWD,40.222900390625,64.43000030517578,501900
2005-04-25,IWD,40.65367126464844,65.12000274658203,326600
2005-04-26,IWD,40.222900390625,64.43000030517578,302000
2005-04-27,IWD,40.410194396972656,64.7300033569336,465800
2005-04-28,IWD,39.81085968017578,63.77000045776367,388900
2005-04-29,IWD,40.37272262573242,64.66999816894531,605400
2005-05-02,IWD,40.603694915771484,65.04000091552734,341000
2005-05-03,IWD,40.522552490234375,64.91000366210938,443100
2005-05-04,IWD,40.98453140258789,65.6500015258789,619400
2005-05-05,IWD,40.903350830078125,65.5199966430664,771600
2005-05-06,IWD,40.84093475341797,65.41999816894531,437700
2005-05-09,IWD,41.14059829711914,65.9000015258789,454300
2005-05-10,IWD,40.58497619628906,65.01000213623047,500900
2005-05-11,IWD,40.790992736816406,65.33999633789062,742800
2005-05-12,IWD,40.20417022705078,64.4000015258789,393400
2005-05-13,IWD,39.89202117919922,63.900001525878906,444600
2005-05-16,IWD,40.354000091552734,64.63999938964844,462800
2005-05-17,IWD,40.59748077392578,65.02999877929688,916300
2005-05-18,IWD,41.01573944091797,65.69999694824219,444800
2005-05-19,IWD,41.29042434692383,66.13999938964844,340100
2005-05-20,IWD,41.17181396484375,65.94999694824219,699700
2005-05-23,IWD,41.44026565551758,66.37999725341797,489300
2005-05-24,IWD,41.246726989746094,66.06999969482422,688100
2005-05-25,IWD,41.26545333862305,66.0999984741211,402400
2005-05-26,IWD,41.45275115966797,66.4000015258789,1155200
2005-05-27,IWD,41.54637908935547,66.55000305175781,530200
2005-05-31,IWD,41.334129333496094,66.20999908447266,604800
2005-06-01,IWD,41.771156311035156,66.91000366210938,1137300
2005-06-02,IWD,41.8148307800293,66.9800033569336,595500
2005-06-03,IWD,41.6337890625,66.69000244140625,572100
2005-06-06,IWD,41.66499710083008,66.73999786376953,607800
2005-06-07,IWD,41.69621276855469,66.79000091552734,622200
2005-06-08,IWD,41.68372344970703,66.7699966430664,628700
2005-06-09,IWD,41.80859375,66.97000122070312,710100
2005-06-10,IWD,41.88972854614258,67.0999984741211,352100
2005-06-13,IWD,41.96466827392578,67.22000122070312,278800
2005-06-14,IWD,42.13944625854492,67.5,484900
2005-06-15,IWD,42.158199310302734,67.52999877929688,502000
2005-06-16,IWD,42.3829231262207,67.88999938964844,379100
2005-06-17,IWD,42.607696533203125,68.25,659100
2005-06-20,IWD,42.56504821777344,67.9000015258789,510200
2005-06-21,IWD,42.50862503051758,67.80999755859375,742400
2005-06-22,IWD,42.546234130859375,67.87000274658203,698300
2005-06-23,IWD,42.09489059448242,67.1500015258789,1329500
2005-06-24,IWD,41.7375602722168,66.58000183105469,803400
